id_pedido,id_cliente,produto,quantidade,preco_unitario,valor_total,data_pedido,status
0890bcb8-e5c7-4c95-840d-729e38d3b13a,a6dd1611-fb8a-4465-a6a4-d1ca28935965,Notebook,3,1634.65,4903.95,2026-02-28,Entregue
4ec8289c-973f-4baf-82d5-12a7b8c8b61e,445e89ea-de88-4563-becd-2f71db3f2365,Fone Bluetooth,5,156.23,781.15,2026-04-24,Cancelado
2565fde2-d04b-4ec2-aa89-da041eb854c9,be6f7165-8174-4280-a900-c68f08d62de0,Teclado Mecânico,5,879.05,4395.25,2026-08-03,Aguardando Pagamento
9f291041-aa6d-40df-bd40-f6f164e15a08,d0212126-f431-402f-83fd-d4a3e56054d7,Mouse Gamer,4,2237.96,8951.84,2026-05-25,Entregue
369b889f-a98a-48b3-8598-805fff6a053e,dd5a1a81-4f32-4dce-9de7-82ace418ec2e,Smartphone,1,2438.92,2438.92,2026-04-30,Cancelado
805ca774-bf25-4bd5-8be7-07ad72e20e58,1d089c6d-5716-4b3b-a1a2-bff3141f3695,Monitor 4K,3,1271.91,3815.73,2025-11-18,Processando
6d104fa6-bd14-4104-b7a5-bb814d612629,0c1a5aba-168e-4b91-b64f-8050907a17ca,Monitor 4K,4,2301.89,9207.56,2025-11-28,Entregue
fd151199-d1e0-4a4f-b410-f71c3a4ccd88,2c33831b-ed45-4807-8286-d4742b7e189a,Mouse Gamer,1,1543.94,1543.94,2026-07-28,Processando
ffc2349a-34d0-48d4-bc74-d7a33ca478a9,81e5b22d-d3f2-48ab-87c9-4bdbd0144765,Smartphone,4,1522.3,6089.2,2026-01-03,Cancelado
897e4ee5-b8ff-4528-8969-02d80e955b0b,db9afa6a-85f5-4121-83b5-d770f8ea4a22,Teclado Mecânico,4,2761.05,11044.2,2026-02-16,Cancelado
79b4ee56-c51f-48f0-b170-b1da4c20ab41,029a34ee-e482-4f8f-bfca-b8204b7dc085,Notebook,2,2520.03,5040.06,2025-11-13,Entregue
1473a312-73dd-4274-a1a4-e9241e207fc5,5fb35e3b-7f09-46d2-b16c-5ba73dd2fd94,Mouse Gamer,2,637.98,1275.96,2025-10-30,Entregue
2005b84d-588e-44ec-ba9d-5291e9561766,c80107fd-880e-4316-9d85-d272750c06a0,Smartphone,5,913.79,4568.95,2026-03-15,Processando
0f78b6ab-3e15-4c17-ba96-1dfe3ea718c4,2b759879-cb09-4c42-9b7b-ba33958738f4,Mouse Gamer,2,362.87,725.74,2025-11-24,Entregue
9d5414b3-e54e-41e7-9c41-6645b3791808,4a29687d-25ff-4ed6-b55e-c2498e0d5ec7,Mouse Gamer,4,3483.25,13933.0,2025-12-01,Cancelado
dd8b1b22-5d88-4710-95a8-efc4a0c1d34f,30c8749b-56b3-4236-ba3b-86878d9a2689,Mouse Gamer,3,2583.07,7749.21,2025-09-11,Processando
784e27f7-e059-4a9c-8c6f-608afeaf5eaf,aaa3607f-097c-43ff-9108-6f3b986a8c0a,Mouse Gamer,2,2819.2,5638.4,2025-12-11,Processando
f042e234-1dd0-4fa4-9a48-8575c86faf52,20e97974-16b1-46c3-b323-c1c154bf8729,Monitor 4K,5,694.25,3471.25,2026-04-07,Cancelado
3f6452b5-6efb-4853-8f0e-d0d55c9d6008,cb372d5d-b25c-4f73-9e1f-0a53b9af9f53,Notebook,4,2403.75,9615.0,2026-03-27,Aguardando Pagamento
2cabc9e6-2b58-4b17-b0ab-d90b20ff843c,c8fa0a71-0164-4631-9d80-c5090bcd9b41,Mouse Gamer,1,654.44,654.44,2026-07-15,Cancelado
e0454308-0eeb-426e-ae25-1ded49c37ffa,e1b6cbde-8e28-4c98-a28a-4a2e64b73bc8,Notebook,2,3021.08,6042.16,2026-03-01,Entregue
68d68429-5b92-47e7-a9b8-47d1542e65fc,fa429e4d-25f8-423e-9a04-fe207bc74555,Fone Bluetooth,2,2983.75,5967.5,2026-08-16,Cancelado
b551d587-6c21-4bd2-9838-1ccf64052e94,90dedbb3-3289-4c37-8b51-7fd4d7ca1460,Notebook,5,3056.8,15284.0,2026-01-09,Entregue
351efeee-3c14-4180-ad28-91e6bf805228,0adce600-1819-4000-ac9a-90a321733694,Monitor 4K,2,3460.78,6921.56,2026-08-05,Entregue
1d8194f2-7b4e-4729-9a67-7adbf728692b,59ea261e-6a35-4772-b49a-a2f29cdb5611,Teclado Mecânico,3,539.6,1618.8,2025-11-13,Aguardando Pagamento
d2e0e28f-af6f-4712-afb8-f3bd1f7c180e,ada5e0b9-5c9c-4598-b217-508db96be963,Smartphone,2,210.35,420.7,2025-12-17,Processando
8da44d5e-2241-422e-a63a-8b1483ca208c,517fcaa4-86b6-46f8-aadf-315038645fe7,Notebook,1,2278.02,2278.02,2025-10-25,Cancelado
0c1273fc-b123-4d91-b938-b6822ddd4d30,5fca93ec-9a96-48c6-8f99-0a9412994479,Notebook,5,3485.5,17427.5,2025-10-16,Cancelado
c231c9b9-a621-4ef9-8715-c88fc8ef4c1c,59f48091-bcc7-4538-9c94-863b83c7905e,Smartphone,2,2002.47,4004.94,2026-07-08,Processando
d337a23f-68eb-443c-8247-67547826abdc,e7e7138c-5b1b-455e-b581-5be07a31ed6a,Notebook,1,586.84,586.84,2026-01-06,Entregue
05ce2cd2-287e-4c01-a47f-7a4662022b4d,43eec839-c048-4246-9bd4-4fd342d34a77,Smartphone,4,812.03,3248.12,2026-07-28,Cancelado
3c712d66-45a7-45ec-8d71-181b01205e95,9ce9a584-44e3-4ccd-9bae-ce5df0386d74,Teclado Mecânico,4,1290.31,5161.24,2026-01-30,Entregue
9d9e91ac-808b-4cf5-a2d4-f642c353a696,d778955c-bf5e-4f50-beec-18bf8513f37d,Teclado Mecânico,1,1843.52,1843.52,2025-08-25,Cancelado
cecbb65d-f62e-476a-a00e-f2e07ed46b83,e3188832-41da-4a92-9377-f3089e5a9066,Teclado Mecânico,5,3130.84,15654.2,2025-11-09,Cancelado
96b14f87-0a19-47ae-9a82-fefff2cf19dc,1b59c25d-9705-4552-8192-6362b97bef47,Mouse Gamer,1,2709.9,2709.9,2026-02-10,Entregue
db9f3c20-0794-45b9-a9c3-846fd9c4a585,7d853b78-653b-4ec7-9145-88a8417c96db,Mouse Gamer,2,3105.41,6210.82,2025-09-22,Processando
d9741c91-b948-47dd-9492-04c9708642ea,9f9bbd4e-e6ee-4e8e-8d10-ee2bbdab8dde,Notebook,3,989.04,2967.12,2026-08-11,Processando
509605fc-c2d6-46fc-afd0-53730238cf03,146b0bd9-75c1-4c3b-b2c2-3096be48c4cd,Teclado Mecânico,3,2822.3,8466.9,2025-08-28,Processando
df509ae7-a13a-46c0-aaf0-07321d6b9500,44ae63be-bd01-43ec-a229-2227ae97dd8a,Notebook,1,1383.16,1383.16,2026-03-22,Aguardando Pagamento
a6206a84-dc46-4e1d-9ef1-8247bf40e804,a2f102b8-df88-4702-8037-b2c6484ed70d,Monitor 4K,4,502.8,2011.2,2026-07-31,Cancelado
97787615-e2a9-4d6f-9775-f1c65b16b222,665d6e80-ab4e-4a5c-8359-c9777af78b5a,Mouse Gamer,5,796.16,3980.8,2026-05-01,Processando
b238ae4a-8e76-495b-917d-80eba4021bdf,e20bdc97-355d-4032-a3b7-b6360c10f856,Monitor 4K,4,3342.59,13370.36,2026-04-25,Processando
f6509d58-4805-4dd5-aa53-17100519aafc,8a906dc3-49ec-4dc3-8ea3-13ad876883b1,Smartphone,1,1592.45,1592.45,2026-07-06,Cancelado
51a96e2d-2fe8-4964-8cab-7fce2c6e6769,f12b5ae2-a28c-4897-84c4-acafa8b4bf0d,Fone Bluetooth,1,106.62,106.62,2026-06-21,Aguardando Pagamento
771a0a9b-c79b-4fde-b32c-7d364a7e8349,bb79f4bc-8bae-4051-9723-3a94077633d0,Teclado Mecânico,2,2963.46,5926.92,2026-05-21,Entregue
038e5581-f22d-43b8-8005-021202bb98e0,784564a7-554e-4c86-b916-c5338de0ab8b,Fone Bluetooth,2,2084.19,4168.38,2026-03-27,Cancelado
46c657b6-e290-4bc3-ad69-89e9555b4036,90e9870a-3803-4245-b9ee-eaaa0f19cebf,Mouse Gamer,4,1735.97,6943.88,2025-12-16,Aguardando Pagamento
7ff58902-2894-41be-9c5a-0137a1437e3c,32704cd2-b082-45d8-8d3b-df60dafe5f71,Mouse Gamer,3,1696.95,5090.85,2026-08-01,Aguardando Pagamento
b8d61af2-b5e4-4926-b8f0-271f9113e56e,e9a8d3e0-94c6-4b55-ab6f-586889d8a582,Fone Bluetooth,4,1835.68,7342.72,2026-02-21,Processando
2cdf0c29-eda3-4531-8555-af75df46aec3,6bf01c8c-2659-4d6c-926c-29b06186ab73,Teclado Mecânico,1,3219.73,3219.73,2026-03-02,Aguardando Pagamento
85cbfe1b-b2ee-4cf6-be66-fd4b679e17a7,ca369b16-881e-421d-8514-5b54f674593b,Teclado Mecânico,4,3452.52,13810.08,2026-07-09,Aguardando Pagamento
b26c2c34-41f8-4a67-82f2-f6cf37722307,dc9c4849-8034-42dc-be5e-d1f3c37e02a0,Notebook,3,2535.99,7607.97,2025-10-08,Entregue
9c3cb378-656c-4812-b18f-1d6ebf81958d,185bf9e9-36be-4a42-8556-809e56dcb2e8,Notebook,2,2751.8,5503.6,2026-04-13,Cancelado
179467fa-65fc-42e8-8c06-9d46e0ab189a,5ae2a70f-912d-4dae-a084-abb5b066e054,Mouse Gamer,2,748.95,1497.9,2025-11-15,Entregue
a54aabd7-da6e-4ca5-93d0-54549983647e,1cf27c24-8464-40c0-9281-c4dcc54b95e9,Mouse Gamer,4,1911.9,7647.6,2026-01-10,Cancelado
fba4144e-22cd-4854-9a96-0df9f0455a07,7c39cd13-d085-4d28-bbe1-b61391ccc879,Mouse Gamer,4,2416.02,9664.08,2025-12-03,Cancelado
7b0651b9-338f-48b3-bddc-d9d890f96229,04b0da45-1213-4a78-8034-dd7b9c1cac0e,Notebook,5,1278.21,6391.05,2026-05-06,Aguardando Pagamento
52efeae8-b7a3-452c-9bec-e623538f51a8,204968c4-c31c-43e1-84d2-f07677a68659,Fone Bluetooth,5,2515.21,12576.05,2025-12-02,Entregue
b0a053e9-629f-453d-be93-86a617416f87,1eab69f2-69d1-4706-b55b-a0cd8d5367dd,Fone Bluetooth,4,1306.47,5225.88,2026-05-17,Entregue
e9880611-3edf-4def-83c2-bea413486b17,101f28bd-8c8c-4488-8895-342199d8f3a7,Smartphone,5,1068.85,5344.25,2025-09-29,Processando
b46da038-30e9-4644-81db-b3c996c3d89c,42bf638b-a510-4c91-874e-16259595e626,Fone Bluetooth,1,1709.23,1709.23,2026-03-12,Cancelado
f2f67188-381c-4eb3-ac92-2effc700844b,bbfeb31d-b1b2-4d3f-8470-54111fbaf679,Fone Bluetooth,3,1615.58,4846.74,2026-04-16,Aguardando Pagamento
ec6820df-03f6-4c03-90e6-940584746db9,6a5096df-f97a-45d0-9029-45708ca81764,Notebook,5,2550.1,12750.5,2025-12-13,Processando
ec43ff92-bb61-47e9-bdcb-f715503573b0,fc79cb20-6bb8-4ca6-aba1-b3264fe90863,Smartphone,1,2034.4,2034.4,2026-07-05,Aguardando Pagamento
9a411281-edc4-4188-ad20-b3b21a76a550,0622ad7a-fc92-4647-8cb8-0eed174c7057,Monitor 4K,3,3363.18,10089.54,2026-03-30,Cancelado
c99be16f-ac54-4c1d-905b-7f4fa6320688,39e22a02-73c9-40e1-970f-86cbeb13f8b2,Notebook,4,885.98,3543.92,2025-11-17,Aguardando Pagamento
e586bc53-9527-45b5-b67f-2ae4eef06e28,f06a174e-e7c2-48c0-b8e1-457a5fac4305,Monitor 4K,3,1629.75,4889.25,2026-01-27,Entregue
2dacc4d0-4401-4e5c-bd8f-4edb0a647a2c,604e8a4c-e796-4f45-aa4d-6a250d593c98,Fone Bluetooth,2,1354.71,2709.42,2025-12-17,Processando
9e6d05b2-f6b5-413c-81ea-7a7c498b62bb,6aece6e9-899d-45c7-8427-2fc2129e8616,Smartphone,4,1920.69,7682.76,2025-12-17,Cancelado
9cb1385a-7095-42a9-a838-f31d9951337b,220ddb4e-0ed8-4f6d-8c1d-452930391783,Notebook,1,459.59,459.59,2026-02-22,Aguardando Pagamento
e0442703-cc31-4081-b77f-805f8626debb,fda14bc8-68e7-4264-bc85-f1a1bfa6b644,Smartphone,1,3233.74,3233.74,2026-02-23,Processando
bc19969c-9e67-4935-9dc5-02f0f01f8a83,a89d3752-3eb3-4caf-ac2a-ce0f6ba4b350,Smartphone,2,2302.38,4604.76,2026-02-04,Aguardando Pagamento
41c3ced0-efba-4756-9355-7c01fc15cb33,7733843a-5738-4d27-bdef-0a1a60b1029d,Teclado Mecânico,2,2130.94,4261.88,2025-11-11,Entregue
93fab3be-0f3c-44c2-a27e-0ff85310a76e,fbdc74b4-70ec-45db-9ce7-9b20ce3b6acf,Monitor 4K,1,1450.96,1450.96,2026-06-17,Entregue
fc4b3a50-6843-485a-8dd6-d6506a06c0cd,6be24462-e1ab-4578-8224-cf56308a5662,Monitor 4K,1,2420.96,2420.96,2025-10-26,Aguardando Pagamento
80282ed5-b70a-4edc-89ed-0f556f2fbdcc,081d6414-5047-4eff-90be-edf00e023f26,Notebook,5,3344.17,16720.85,2026-01-21,Aguardando Pagamento
4686fdf8-4311-4610-a010-13338e6b8c1f,73e99835-25a4-415d-8c03-91f7194eedda,Smartphone,3,1705.52,5116.56,2026-01-22,Aguardando Pagamento
e6eeda33-693a-4a25-a075-dfd58b4957e2,a0553de8-5e7d-491b-a3ae-ff975958ebfd,Notebook,1,1842.66,1842.66,2025-09-26,Aguardando Pagamento
e290aca0-621d-407f-be14-74f5e019f24b,ef6c4e32-633c-4d9e-814e-ac85a60996d1,Teclado Mecânico,3,1519.86,4559.58,2026-06-15,Entregue
8fe7fb83-de25-41f3-a985-b4d145c373d8,958c65f3-4f07-4777-82e4-2c3b90053949,Monitor 4K,1,1906.16,1906.16,2025-08-31,Entregue
e97c239c-5617-4502-95a8-fed046dfec08,29441901-e7ab-497c-af60-d9fa59370f97,Smartphone,5,356.88,1784.4,2026-04-12,Processando
57ac456e-41a6-47b2-a347-21c233219c2f,82a680cc-4f9e-4a2d-9a35-fe032c7863df,Notebook,2,3180.99,6361.98,2026-06-27,Cancelado
7b5c4016-e675-4343-bc79-7e60c14e7745,ada5e0b9-5c9c-4598-b217-508db96be963,Mouse Gamer,1,1958.2,1958.2,2026-04-07,Aguardando Pagamento
c924dd6e-ee9e-4904-b868-5c48629b9b3a,c4fb857e-3db1-45ad-bc43-490eb0e206b9,Monitor 4K,2,2159.1,4318.2,2025-10-10,Entregue
27f90a97-2bff-4177-bc58-eacd47411202,59c8f2a1-f909-46aa-87dc-dd45d005c774,Mouse Gamer,5,631.58,3157.9,2025-09-29,Aguardando Pagamento
0aba8767-9165-41ba-b1c6-8b58bb58774d,b3d88d00-de58-40f3-8433-9e8dc0987ebf,Notebook,5,97.01,485.05,2026-01-26,Cancelado
b616f9e4-f15c-4864-b967-13dae01a385b,c521c7cd-f9f6-415b-9e30-6da0199601b7,Notebook,4,247.78,991.12,2026-03-10,Entregue
4f002dc0-b91d-4495-acee-5d7c8080c082,508f369d-0501-42da-a32a-0ceb2e5fff94,Fone Bluetooth,1,440.67,440.67,2026-03-04,Cancelado
1aefbb6f-408b-4321-9128-46f19da8bc4d,7dabf99c-b3c3-411a-80ea-b21f7406f4c4,Teclado Mecânico,1,2681.75,2681.75,2025-09-24,Aguardando Pagamento
2e573518-8d90-4c8d-97b0-4ce0ecbc2c59,295281b5-9dcd-4e25-bccb-47f9168dcb8c,Notebook,4,2012.32,8049.28,2025-09-27,Cancelado
63156630-f7f8-4a20-a863-2f90b51bf514,04195365-d345-4965-8e64-c0f46e073a2a,Monitor 4K,4,3117.36,12469.44,2025-09-07,Aguardando Pagamento
42861bf4-f0b5-4a3a-ab99-78db790c4289,c0fc3177-06d3-46b3-ab31-d79013694782,Monitor 4K,5,2945.92,14729.6,2025-12-22,Aguardando Pagamento
cbb6f748-3867-4456-a034-08eccf71a825,52b6eeb4-d9c1-4689-8aca-c6d3549858f9,Notebook,4,105.44,421.76,2025-11-17,Processando
19de3e14-0301-4df1-930d-cb9d36fa7618,47eb1a0b-dfb0-4693-9c65-c060db079800,Notebook,4,2022.6,8090.4,2026-05-22,Processando
cf527e81-1a1b-4043-a96b-3affab7cf1cc,2b55ab36-1a22-48e1-8d4e-0116e2bf59c0,Monitor 4K,4,952.52,3810.08,2026-01-02,Processando
537f8031-3b0d-4c87-a0eb-24ce09f88bc3,fec1999a-0050-450f-9be5-112293c0ce01,Teclado Mecânico,2,178.15,356.3,2025-10-16,Aguardando Pagamento
f7f2263c-c6df-45dd-8681-21015da67d45,f370ff5b-4f7b-4a20-aeb1-09404c5e0538,Notebook,1,905.74,905.74,2026-01-22,Processando
c3f30aba-251e-4fc3-ab15-4582dacf857d,9e9e54ab-6328-4738-9edc-bb63155afc72,Notebook,2,2022.02,4044.04,2025-09-06,Cancelado
5b3ce7cf-900c-44df-af4b-6b4bc3fcebbf,5210405b-e038-4163-9fb2-7c2315f26051,Teclado Mecânico,4,1190.64,4762.56,2026-06-11,Entregue
d5f22eab-90a7-4ecd-bccd-3c86a92e3c8c,7cc47bc0-e3bf-4b9e-be23-2eb6736c1783,Fone Bluetooth,2,3179.87,6359.74,2026-05-13,Cancelado
9af14f78-8eda-40fa-a385-b65b8618cd7f,f5e29fee-033c-4460-a0ae-cf37071394ca,Monitor 4K,2,1057.51,2115.02,2026-08-19,Cancelado
5a380c2d-e35e-4367-9f59-cc0c445fc2cb,67a2167b-4335-4447-b29e-771264b896b3,Smartphone,1,3344.74,3344.74,2025-12-03,Entregue
0678b6e4-3eaf-493d-be99-837c43cad98f,36c45021-f1a9-48fe-9055-8a859d73c6d0,Mouse Gamer,3,382.4,1147.2,2025-11-04,Entregue
dbbe2d94-e317-40e3-8da9-c7413c4d27a1,1c523f73-aed1-443a-9fd4-4b8b12f1f7b7,Mouse Gamer,3,1206.55,3619.65,2026-01-22,Entregue
199c0730-50dd-49ba-8cc6-29f3ed9c1b58,7fd68b10-3ef1-4833-9e86-0fc04b2f1f5a,Smartphone,5,2378.01,11890.05,2026-07-19,Cancelado
dec14467-0b93-4549-b0b5-d5ef7a16910d,23850cda-80dc-49df-823a-28f95cfdbbf3,Monitor 4K,1,3277.09,3277.09,2026-07-01,Entregue
bf36f7e7-7fee-4e18-8971-0c44d06b27f4,455a47c9-85f8-43fd-91f3-8e05ffe319b5,Monitor 4K,1,494.64,494.64,2026-02-01,Processando
ce916839-ba78-417b-b6a4-26436ba15365,6f8420b5-7fe5-4678-8b89-641a14774fdf,Mouse Gamer,4,560.93,2243.72,2025-11-19,Cancelado
79f6eef0-e597-4cbe-bc45-157334c1498b,92e0b2fa-b1ad-4314-bf4c-5cfb14774b39,Smartphone,4,1434.75,5739.0,2025-11-28,Cancelado
c4179fe8-d55d-47cb-b3a8-3f7cb0da2f31,a2526dbd-c6c4-4d81-aa28-3c9a5d3947fe,Teclado Mecânico,1,3457.22,3457.22,2025-09-22,Aguardando Pagamento
abba4f67-786b-46b7-9eec-ba3c19c2a968,1c81367a-3747-4492-86c8-9c4113c51434,Mouse Gamer,1,690.98,690.98,2025-12-18,Processando
aa94c7aa-3d5a-4f99-a5f8-70d7b920b27b,f48945d6-84cb-45b2-acf5-4cc055bbfe91,Smartphone,1,1180.78,1180.78,2025-10-13,Entregue
11b92a5e-f76a-4d6b-b13d-9dd526efac77,9bb00c43-abf9-4363-9aac-550e12add149,Mouse Gamer,5,3011.75,15058.75,2025-10-07,Aguardando Pagamento
8ba3f0cb-d83a-4c18-a2cd-df868dcc562c,d683c74e-f2f0-4d25-bc04-bb6edd8dd4ce,Monitor 4K,1,2689.8,2689.8,2026-03-30,Processando
fc28b923-0f29-4cb3-9a01-f4544e83afb3,f93dc61a-2533-46aa-9dd4-3fee10b1e75b,Mouse Gamer,4,211.22,844.88,2025-10-26,Entregue
06904a17-20b2-46f2-9e8f-adb1aa1a2f0f,632b78fe-8bd1-4596-9f53-ba0c03989c28,Notebook,2,2035.53,4071.06,2026-02-11,Processando
3a2d585b-1c5b-45d8-b166-59623cfb1550,5add5781-3967-4150-8ba3-2f0bf6ea67bc,Fone Bluetooth,1,681.19,681.19,2026-07-14,Entregue
a94a07db-e278-44b2-b98d-4e99b1981e8c,e8549122-05a7-43cb-94b4-5419c77b1d06,Teclado Mecânico,2,1586.39,3172.78,2026-03-26,Processando
6b29eb41-842e-45a7-a25e-a9c0ddb45571,7940bfc2-8520-4455-a604-71f4b509fc3c,Fone Bluetooth,5,2240.43,11202.15,2025-09-18,Processando
0c62e5c7-3c04-4228-ba5c-62962f7eaebd,b6e6aedf-5766-4918-b4b3-093bb24b6823,Monitor 4K,3,1789.48,5368.44,2026-04-11,Aguardando Pagamento
7a3ffef8-95fb-4a7a-8fbb-d67cc57a0a4b,f22a6a9b-d908-4679-9965-994d72022088,Notebook,1,553.13,553.13,2026-07-18,Entregue
097e0e7f-9510-48f4-9615-72a5dfca9596,3738daf0-d81a-4289-9f70-f74b2d48b72b,Fone Bluetooth,3,1106.93,3320.79,2026-03-29,Cancelado
9e7e60a0-5253-4e09-9b16-67222107c634,dc93bc54-5ddd-466a-8573-e9c5602543cc,Notebook,3,2893.1,8679.3,2025-12-05,Aguardando Pagamento
74e86405-6304-4bac-82b3-40cf28eeb742,9e94b422-8228-464a-b427-9d2402c44f62,Monitor 4K,5,325.03,1625.15,2026-07-18,Cancelado
3e295e3c-1aa2-4282-83a1-ebc5bb58f2ea,dcfdd730-032e-487c-993a-0a29ce174106,Mouse Gamer,2,2083.25,4166.5,2025-10-17,Processando
14ecfb0d-385f-42ff-9905-5730e1d82347,3b693d33-bd65-44b7-9f28-0e8940635afe,Monitor 4K,4,205.78,823.12,2026-05-25,Entregue
27bdff03-ebc1-4488-b518-07a5d58f2333,6d7b6111-0e5b-4f9b-92e8-93216192b2e0,Mouse Gamer,2,631.8,1263.6,2026-02-24,Cancelado
c5fc6676-bfb3-4651-bb6d-4ea24620aff3,1fed2f7c-ff28-4cc8-9114-ab5064891610,Mouse Gamer,3,127.47,382.41,2025-09-26,Cancelado
bf632344-61bd-49a5-a6ba-27a9e0e9956b,1a9e0a0b-90b2-4b37-805f-f879af693a3a,Notebook,4,2304.38,9217.52,2025-09-01,Cancelado
b3bd5b8d-10d9-47d9-bbcb-9b4450c90814,85a1c815-2fa7-43f1-a782-32c9dc5b906d,Fone Bluetooth,1,3312.42,3312.42,2026-04-01,Processando
06085cd0-48ae-4aeb-8cea-919f1f9e00e3,0490b207-4176-43aa-878f-f35faee3562a,Notebook,2,2703.12,5406.24,2026-06-09,Aguardando Pagamento
ca27e552-f21b-4270-85ed-6df89d09c312,a20d5bfe-7db0-4b25-a3fd-01dfcf5f81eb,Monitor 4K,1,1050.35,1050.35,2026-05-11,Aguardando Pagamento
d19c432b-fe03-4aec-8673-2a2c8212064e,dc0d4ac2-4093-4074-90a5-386a1c75be0d,Mouse Gamer,3,3031.17,9093.51,2025-12-01,Cancelado
e629c75f-fcd0-4d42-a6cd-9e2c9132bb49,b24874ef-3caa-4485-9759-8fdd5492043e,Monitor 4K,3,2879.39,8638.17,2026-03-11,Entregue
f02e8123-ab7a-4d2d-9d93-f7a5b8950e4b,2d32a1c5-4bb5-4896-b919-7c40bef25f46,Teclado Mecânico,1,1887.69,1887.69,2026-02-11,Cancelado
3a35eb4a-4d47-488a-b273-7a72cd4b2245,53c5fa60-9721-4e21-a535-a13e94ca8031,Teclado Mecânico,3,2803.88,8411.64,2026-04-15,Aguardando Pagamento
ffaded55-35db-47b7-a730-a6142b00c0d0,c54dc957-fa73-4c5c-b00f-43eaf620402c,Notebook,5,2786.46,13932.3,2025-12-22,Aguardando Pagamento
770a097c-5974-4689-b5b2-2778c90b0b22,ef88c7c0-965e-4dfa-93b3-bd22d2bd7140,Fone Bluetooth,3,1396.02,4188.06,2025-12-10,Entregue
e3623a31-cc0e-4e1c-92ba-2138087d5e86,30ba27af-16f5-4079-baff-a4b39422733b,Mouse Gamer,4,428.57,1714.28,2025-10-12,Processando
63dd9823-31f3-4e5c-9b8c-41eb839ce724,886ea13c-13d9-4796-af18-8eecac0a1a38,Notebook,1,2627.62,2627.62,2026-03-01,Processando
dc87074a-62c8-433a-ba9c-c8729c3feb66,9652b0a3-f4f6-4584-9bb1-d566cb2fb864,Monitor 4K,3,1135.88,3407.64,2025-09-23,Cancelado
a2e0a6da-210b-4a10-81c2-d85737771662,82f2a838-88dc-454d-b963-c6ddf4d462f4,Smartphone,1,101.83,101.83,2026-04-18,Entregue
96e937ff-93e1-47b6-83aa-e55c46a96a6c,8a186e29-b525-4daa-9e62-f434fb2c9594,Monitor 4K,1,2347.93,2347.93,2026-05-18,Aguardando Pagamento
571efcd2-9770-4fe7-bf42-2d8bdebf2814,b6b91356-72b8-4f95-ae1e-822d64c6f4e5,Notebook,5,3260.83,16304.15,2026-07-04,Cancelado
58512c85-3325-474d-a05d-487d1dc3cc77,08f9959f-7609-43da-adb9-45fff458529f,Mouse Gamer,2,63.39,126.78,2026-03-09,Entregue
4e2d61e2-76fd-43bc-9a27-517654aceba0,f2fd9efd-5f32-48d3-a17e-4dc0aed0c069,Smartphone,2,1262.27,2524.54,2025-08-26,Processando
1a722ee2-2588-4290-9bf5-d9927fd788dc,493a33e7-377d-4bc6-959c-61dd7b4b48ac,Smartphone,3,47.78,143.34,2026-03-06,Processando
0299df33-a470-49a6-a065-fae06b539e88,86a5bda9-7b99-4894-80d0-28071d63cd0d,Fone Bluetooth,4,418.58,1674.32,2026-07-13,Processando
02afb71b-9ba6-4455-8c9d-a40bb46f53e1,866bb6c0-1476-4c39-9dbd-fda5a5400ba8,Mouse Gamer,4,1940.52,7762.08,2025-10-02,Cancelado
7d15a7e2-787f-4e3a-80b4-90408cfc5612,9e5594a5-67a9-41c2-a68a-127c25795349,Smartphone,3,1771.99,5315.97,2025-10-21,Cancelado
6b3f9344-eb29-4367-ab54-336c5989fc4d,23ef953b-103c-4666-81eb-c1ee783594b3,Teclado Mecânico,4,3338.14,13352.56,2025-10-23,Processando
1247a415-0ff4-431b-9869-79c0e286d7d8,666c287d-ea82-4520-a8ea-593d75a2a3a2,Fone Bluetooth,5,3309.58,16547.9,2026-02-22,Processando
651d3e8f-b8a9-4c3a-86d3-72b67697e270,01e1aa27-3685-4a3b-bdcb-fe578e6677fa,Monitor 4K,1,3472.88,3472.88,2026-03-19,Entregue
32f1dc27-fcaf-405f-b746-f3ae36012768,94a3911a-89a8-4e0d-900c-5e4608be95fc,Fone Bluetooth,4,3175.43,12701.72,2026-03-27,Cancelado
3c8b8cdd-f8f8-4838-b395-4eb42219acbb,48922a81-bfa2-4138-952b-3211cc94209a,Teclado Mecânico,3,2605.29,7815.87,2025-10-02,Entregue
dbdfb0ee-9a21-4ffc-854f-747542a942eb,5e6c6690-7872-49bf-9423-5a2ea7add35a,Smartphone,1,3314.7,3314.7,2026-05-01,Entregue
518fcb8d-43b7-4f43-a5d5-2ae99b9d11fe,ac9eed06-8f9b-47a0-83b5-4170a29d60ed,Smartphone,3,2541.29,7623.87,2026-06-27,Cancelado
db49eeba-3c6e-43ce-8d82-02f26661d548,b504152a-3633-4916-9a3a-e598c194c343,Smartphone,1,1165.34,1165.34,2026-06-28,Cancelado
94d0e0a6-6cb9-4652-82d8-f81e3a0d2762,80eb6065-1b6d-4903-a498-1daf317602e0,Monitor 4K,1,1331.23,1331.23,2026-05-26,Cancelado
57c36a57-638f-4e80-89fd-b7991afcdaa8,b7a035f5-6823-4843-ba1c-742ed6e25dbe,Teclado Mecânico,4,1969.4,7877.6,2026-06-26,Cancelado
